joy,"I feel unbelievably happy about the relationship between my  
boyfriend and me, it is a reoccurring feeling.",
fear,A reoccurring fear that something will happen to my relatives.,
anger,"When I argue with my boyfriend, I feel as though he feels  
superior to me.",
sadness,"When I failed an exam last Summer.  I had worked very hard for it  
and I was very disappointed thinking that it was hopeless to  
continue at college.  I did overreact.",
guilt,"When I argue with my sister.  It feels sometimes that I have the  
upper hand and I use it.  I often argue better and this makes her  
terribly angry.",
joy,I was very happy when I got an attractive Summer job.,
joy,The birth of my child.,
fear,"When I have to leave the baby in the carriage and go shopping, I  
fear that something will happen to the baby.",
anger,"When during Winter the water pipes froze and we did not have any  
water for two days.",
sadness,I did not quite succeed in breast feeding my baby.,
disgust, The smell of garlic in rush-hour bus.,
shame,"I fell on the ground while crossing the street.  My cap covered  
my eyes and I felt quite ""difficult"".",
guilt,"I have a two-month old baby.  When I came here, to the  
university, to attend lectures, I had to leave the baby with his  
father.  I felt guilty.",
joy,"During the Christmas holidays, I met some of my old friends,  
after not having seen them for six months.",
fear,"We were driving a car of a friend of mine when we turned in the  
wrong direction towards an unknown district, and nearly drove  
down a precipice.",
anger,"When our religion teacher presented shocking sectarian thoughts  
and doom's day as official teaching.",
sadness,"My grandfather died, when I was an exchange student in the USA.",
disgust,"I happened to see the video-tape movie ""This is America - Part  
one"" at my friend's place.",
shame,"I insulted a couple of good friends of mine and even tried to hit  
them when I was drunk.  The next day, I was ashamed of course.",
guilt,I stole carrots and got caught.  I had to apologize to the owner.,
joy,"In the underground's escalator, a youngish bum asked me for  
money.  Although I did not give him anything, the fellow told me  
that I was really good-looking.  A man who was in front of me  
also turned to look at me.",
fear,"I was afraid of moving away from home and moving to Helsinki for  
my studies.",
anger,"In the student kitchen that we share, somebody drank from my  
juice pot (one litre) so that I only got one glass out of the  
whole pot.",
sadness,My father gave money to my brother but not to me.,
disgust,"During the week-end at home, my mother fries greasy and unhealthy  
meat dishes which make me feel sick.",
shame,"I was wearing slippery shoes and I tumbled down in a place where  
there were many people walking by.",
guilt,"I ate a Runeberg's cake, though I knew that I would immediately  
put on a kilo.",
fear,"At about nine p.m., I went home by bike on a dark cycle-track;  
because of lack of time I had to take the short-cut.",
fear,"Once I had to go home on foot at 5 a.m. I had to pass through a  
forest and I was going alone.",
anger,"I missed the train and had to wait for the next for two hours.  
For this reason I missed an appointment which had been very  
important for me.",
sadness,When my grandmother died. I had lived with her for ten years.,
disgust,"When I went home by train from Sicilia, I was molested by a man.",
shame,"I lied to someone and some time later this person found out that  
I had not told him the truth.",
guilt,"I had to decline an appointment which had been very important for  
the other person. For this reason we even got into trouble.",
joy,"A person with whom I had been on bad terms, gave me a present. We  
became reconciled.",
fear,"A friend's father had died, I was to come and see this friend  
although I did not know his family.",
anger,"I was watching TV with a friend. After the first film I wanted to  
watch another film on the same channel. My friend switched over  
to the other cannel without asking me what I wanted.",
sadness,My boy-friend an I seperated on his initiative.,
disgust,"A friend's boy-friend treated her very badly, let her serve him,  
provoked her and just utilized her.",
shame,"I had lied to a person because I had thought that I could not  
tell him the truth. When he found out he was not angry but  
understanding. We talked the whole thing over.",
guilt,"I had told a person unpleasant things in a bad manner. He was  
very depressed and caused an accident.",
joy,"After having considered it for hours I was able to overcome my  
scruples and to call a friend with whom I had fallen in love. I  
realized that my decision was right - and was very glad.",
fear,"After having slept for a short time I woke up - I had the feeling  
of someone standing beside me and was very frightened. I had to  
turn on the light turn on the light for several minutes before I  
was able to get to sleep again.",
anger,"I moved to a flat. A friend who had lived there before, had left  
the flat in a terrible mess. I was very angry about that  
sloppiness and impudence.",
sadness,"My father had a complicated operation. A long time before and  
also a long time after that, we did not know how he would get  
over it. During all that time I felt very sad.",
disgust,"It was in a tramway-carriage: A stranger insulted a girl just  
because she blew her nose. I detested his behaviour.",
shame,"Quite recently I realized that I had had some erroneous views  
about life. For instance, I had always lived for other people,  
had forgotten my own person and suppressed my own feelings. I was  
ashamed because I had not been concious of that until I had a  
conversation about it with a person.",
guilt,"I had a quarrel with near persons. I said many ill-considered  
things and I regretted it when it was to late.",
joy,In summer when I was sailing with friends in Greece I felt joy.,
fear,"I was riding with a friend in his car. At a speed of 120 km/h on  
the snow-covered motorway I would have liked to get out.",
guilt,Meeting a male friend with whose wife I was having an affair.,
joy,"Walking along the beach with a friend (another girl), talking,  
picking up shells, laughing, chasing seagulls.",
fear,"Climbing a mountain to see a view, towards the top we suddenly  
came across a ledge with a nearly sheer drop on either side,  
which I had to cross.",
anger,"A friend suggested in a round-about way that the reason we were  
late for something was because of me, and that I'm often late. I  
know this was partly true, but felt it unjustified that  
particular time and I felt I couldn't do  anything about it  
anyway (i.e. being late).",
sadness,"Talking to a very good friend who had just had a very bad  
experience which was changing his whole way of looking at life  
etc.",
disgust,"I came across a group of people with the same basic ideas/beliefs  
who were all fighting and going against what they would say was  
good.",
shame,"I was working in a job in which I could not work quickly enough,  
and was told that my work was not up to standard.",
guilt,"I had wasted some time instead of doing something I needed to do  
to give to a friend. (Also in the time I wasted I had done some  
things I did not consider morally right).",
joy,On meeting an old friend of mine.,
fear,When my brother was very late in arriving home from work.,
anger,During a fight with my best friend.,
sadness,When my dog died.,
disgust,"During a movie in which I saw the effect of white settlers in  
Africa.",
shame,When I got a bad result for one of my assignments.,
guilt,"Leaving a friend of mine alone at a dance - I felt I should have  
kept her company.",
joy,"When I realised that I was forgiven by the God who is there, when  
I realised how much God loves me and that my acceptance with him  
is not based on my performance - that he loves me unconditionally  
and showed that love in Christ who died because I do need  
forgiveness.",
fear,"Fear - paralysing - that I would not be accepted by the God who I  
believed to be there because I was ""morally bankrupt"" (before  
becoming a Christian and realising that that was why Christ came to  
free us from sin and to forgive us).",
anger,"At my father's treatment of my mother, at his disregard for her,  
and not being committed to her.",
sadness,"At a lack of love of my father for my mum, sadness for him more  
than anyone else because he does not realise how much love and  
happiness there could be between them, and is, and how much he is  
damaging himself apart from mum.",
disgust,"At what I was capable of of selfishly using others for sexual  
encounters, while I held a vision of having a deepening  
above-board (you know, ""girl next door"") devotion to a girl in my  
head. My drives and actions did not match this so consequently I  
felt disgusted at my failure.",
shame,"At using other people, because of sexual experience that was  
using another to the detriment of both. Anxiety that I may have  
affected another for the worst.",
guilt,"For the above: guilt at not living up to my own moral  
expectation, guilt for not being the type of person my patents  
wanted, guilt for just about bloody everything, just realising  
that I have failed drastically in my own eyes.",
fear,"I was rock-climbing and absailing & felt OK, but suddenly as I  
was going over the cliff I was hit by fear - I couldn't go on  
absailing down the cliff and had to be actually hauled back up  
it.",
anger,"I told my boy friend not to park in a certain place because the  
car would ger towed away - he didn't listen and it was towed away.  
At that stage, our finances were below the poverty line & it  
cost us $10.00 - all the money we had to get us through that week  
(including rent).",
sadness,"My sister won a scholarship to Norway and it was particularly as  
she walked across the tarmac to get on the plane and she looked  
back at us.",
disgust,"I work part-time as a shop-assistant and a customer spoke to me  
very loudly about an Indian man & white woman with children - how  
horrible that was and would I want to have little dark children.",
shame,"My mother told my uncle who is a Roman Catholic Priest  
(Redemptist Father) that I had been living in a de-facto  
relationship for three years. He was very, very angry at me.",
guilt,"I ""snapped"" very abruptly at my mother when she said something  
silly and stupid, (in front of other people) she looked so  
defenceless & hurt & told them that I'm always doing that.",
joy,"I received a wedding invitation from an ex-flatmate, enclosed was  
a small note that overcame a lot of the differences that had  
arisen between us due to the circumstances in which she left the  
flat.",
fear,"One afternoon, helping at home on the property, I was  
(mustering) getting in cattle and a bull turned and came for me.",
anger,"Getting a terrible exam mark, which I couldn't understand the  
reason for, and trying to see a lecturer or tutor, but being  
given the runaround.",
sadness,"Watching an old lady running up the street to catch her bus and  
miss it, it reminded me of my own mother and how dreadful it  
would be to be her in the same situation.",
disgust,"Coming home one night - my sister was home, and had been drinking  
heavily and started picking arguments.",
fear,"When I am travelling by car and have to meet an oncoming car  
while overtaking.",
anger,When a close relative is treated badly.,
sadness,When a close friend died.,
disgust,"When I saw all the starving people in Ethiopia on T.V.  It felt  
awful to see such suffering.",
guilt,"When a mistake occurred at work which I was not responsible for.   
This was disclosed later.",
joy,When I called my boyfriend he asked me if I would live with him.,
fear,"Last Summer in Italy I was attacked by a dog.It was terrible to  
feel that untidy dirty dog against my naked skin.",
anger,"When my father's new fiancee treats me like a child.  She does  
not trust me and constantly misunderstands me.  I get  
particularly angry when she says nasty things about my boyfriend  
with whom she works.",
sadness,"When the guy I was in love with told me that he had met someone  
else and that we would not meet again for a year.  Although we  
did not have a steady relatioship, we were having an affair.",
joy,When my love for a guy was returned.,
fear,"When I think of death - not my own but that of my parents,  
brothers and sisters.",
anger,"My parents did not approve my choice of a boyfriend (now an  
ex-boyfriend).  He happened to be 13 years older than me and he  
was considered completely unsuitable for me.  IDIOT.",
disgust,"When my uncle comes (3 times a year) for the traditional  
Christmas dinner with my grandparents and other relatives and is  
very drunk.",
guilt,"I was living at home during the Summer vacations and towards the  
end decided to take some of my clothes and other belongings to  
the appartment in Guttenburg.  When I had finished I went to my  
ex-boyfriend's (relationship uncertain) home and stayed there  
till 5 A.M.  I had to leave then as my parents needed the car for  
work in the morning.  My parents do not like my boyfriend.",
joy,"I met my present boyfriend on a boat trip to England.  We had  
said that we would call each other when we got back to Sweden (we  
were not going to the same town in England).  As soon as I walked  
in he called from England as he could not wait till he came  
home.",
fear,When my mother's heart nearly stopped.,
anger,"There was a sofa in my flat which belonged to the old tenants who  
were acquaintances.  It should have been picked up a year ago but  
they had postponed it.  Eventually they decided on one date and I  
stayed at home despite the fact that I had other things to do.   
They did not come, nor did they call and they still have not got  
in touch with me.",
sadness,When my ex-boyfriend and I separated.,
disgust,"Very intoxicated men who incite each other to fight.   I met a  
vile smelling man on the tram who got closer and closer to me  
till I got up, then he got angry.",
guilt,"When my nephew asked me to tell him a story and I simply did not  
have the energy or the will.  When I saw his disappointment I was  
terribly guilty and read a story to him after all.",
joy,When I fell in love.,
fear,"Earlier, I was afraid of speaking in front of a crowd of people.",
anger,A girl I was with went off with another guy.,
sadness,At set-backs.,
disgust,"I worked in a harbour and emptied latrine containers from the  
back of the lorries.",
shame,The day after the night I drank too much at a party.,
joy,"When I was accepted as a student of Psychology here at  
Gutttenburg.",
fear,"I woke up in the middle of the night as I had jumped and shouted  
with fear.  I thought that someone's cold hand or something  
similar had touched my hand.  I crept down under the covers and  
went back to sleep.",
disgust,"When I was a young teenager (14)  my brother-in-law to be had  
made heavy advances to me.  I did not understand very well what  
it was all about but I reacted strongly and the feelings are  
still there.",
guilt,"I broke off with my partner as I wanted him as a friend and not  
as a lover.  He reacted very violently and I felt guilty as I  
had made him so desperately unhappy.",
joy,I made dinner for some friends and they appreciated it very much.,
fear,I was nearly knocked down while I was cycling.,
anger,"My father and I had an argument because I do not help enough at  
home.",
disgust,"I had intercourse with someone and then I realized that what I  
had done was wrong and it disgusted me.",
guilt,I said nasty things which I did not mean to a friend.,
joy,After intercourse.,
fear,Disappointment over a friend.,
anger,Quarrelled with my younger brother.,
sadness,When I woke up after a nightmare.,
disgust,Helping older people on the toilet.,
guilt,Squeezed the puppy in the door.,
joy,"When I was notified that I had been accepted as a Psychology  
student.",
fear,"Motor failure on a boat outside Gottenburg when we were in heavy   
seas and the wind was strong.  As we could not steer the boat we  
drifted towards the rocks.  We did not succeed in attracting the  
attention of any passerby until 4 hours had elapsed.",
anger,"A lady I live with had not bothered to clean up before she went    
on holiday (I live in a collective).",
sadness,When I heard that a good friend had committed suicide.,
disgust,"I was present when they found a shop-keeper dead in his shop.   
He had been shot with a shotgun at close range.",
shame,"[ I do not remember when I last felf ashamed.  I do not usually  
feel ashamed of what I do.]",
guilt,"My mother accused me of not visiting her enough when she was in  
hospital for an eye operation.",
joy,"After I had made my debut at Ullevi against IFK, Gottenburg and  
got a good write up in the paper.",
fear,"When I was 7-8 years old, I woke up one night and found myself  
alone at home.  My mother had gone out to buy cigarattes from a  
machine.",
sadness,"When I found out that I had failed to pass my exams during the  
term by one point.  The fact that exactly the same thing had  
happened last term did not help.",
disgust,"When I was touring Asia with my present football team, I saw old  
Europeans with young asiatic prostitutes.",
joy,"As an evening class teacher I got positive feedback.  When the  
atmosphere is good and a kind of relaxed understanding exists.",
fear,"After mischieviously ringing on the chemist's trade-entrance  
doorbell and getting caught by him.",
anger,The sight of a man who ran amok (fighting) at a dance.,
sadness,When out of work.,
disgust,"With my mouth full of bun, I drank directly from a packet of milk  
which turned out to be weeks old (completely separated).  It took  
a while for the milk to seep through the bun.",
guilt,A boy who shot dead a squirrel.,
joy,"When I was accepted as supervisor for a student teacher.  The  
notification came by post.",
fear,"When I was involved in a car accident last November, after the  
first fall of snow.  I lost control of the car and it spun round  
and landed on the opposite side of the road, on the hard  
shoulder.  It was stopped by a pole on top of a bank sloping down  
to a stream.",
anger,"With the job appointments committee when the headmaster in charge  
explained that a male teacher was more suitable for the  
particular post.  I had more years of service than the male  
teacher, but this was not taken into consideration.  I could have  
been given a less attractive job if things had gone the way the  
headmaster wanted.",
sadness,"A colleague's 17 year old daughter is seriously ill with cancer  
and has only a year to live.  I  heard about it 6 weeks ago.",
joy,"When a close friend met me at the station in the middle of the  
night, when I came back from a long and tiring journey.",
fear,"Having quarreled with a boyfriend, he threatened to leave me.",
anger,"Someone didn't show up at a meeting in spite of having agreed to  
come.",
sadness,"When I understood that my marriage was falling apart, and we  
decided to be legally separated.",
disgust,"At an anti-pornography meeting, when samples from films and  
magazines were shown.",
shame,Comments from other children on my alcoholic father,
guilt,"Having failed to help with the 5th of March arrangements (Women's  
Day), although I had previously promised to take part in the  
work.",
joy,"When I was able to buy my new car, after lots of problems.",
fear,"After my car accident, when I woke up in a heap of stones.",
anger,"When I tried to put up a tent some years ago, I was teased and  
hindered by my cousin.",
sadness,When my grandfather died.,
shame,"Hit a dog with my car, and didn't stop.",
guilt,"Car accident. I let a 16-year old, incompetent parson take the  
wheel and I feel very guilty about what happened even though I  
suffered the worst injuries.",
joy,When I was admitted to a certain school as a student.,
fear,"My father has a chronic desease. In the autumn of 1983 he had a  
very strong fit or seizure.",
anger,"A drunken friend of mine was beating up another friend, who was  
also drunk.",
sadness,"When I didn't get a certain job at Lillehammer which I wanted  
very much.",
disgust,"My boss on the job failed to keep his promise about something he  
knew was extremely important to me.",
shame,An exam where questions about very specific knowledge were asked.,
guilt,"I hit my little sisiter on the head with a stone while we were  
fighting.",
joy,"When my father managed to begin a ""new life"" after the divorce  
from my mother; resulting in a new little sister for me.",
fear,"A ""near-accident"" in a car, driving too fast on an icy road.",
anger,"My mother and her friends were speaking badly about my father  
when they were separated, and my brothers and sisters and myself  
were allowed to listen.",
sadness,"Being bored in school, not being able to marry and have children.",
disgust,"When my mother's new husband treated her and my brothers and  
sisters badly.",
shame,Stealing from my mother's purse when I was a little boy.,
joy,"I was in hospital, and then was visited by someone quite  
unexpected.",
fear,"I was hunting, and was lost in the fog in the mountains.",
anger,"I was accused of a misdemeanour, unjustly.",
sadness,When my girlfriend left me.,
disgust,Slaughtering of animals.,
shame,"I entered the wrong room, and got into a bed where someone  
already was sleeping.",
guilt,I failed to show up at an agreed date.,
joy,"When I finally managed to get a specific sound from my guitar,  
after baving tried for a long time.",
fear,"Climbing a mountain, I got stuck and realized I could get neither  
up nor down.",
anger,Meeting generally dominating persons in social occasions.,
sadness,"Discovering that Lillehammer provided no musical environment that  
suits my taste, even though I had been told so.",
disgust,Can't describe any disgust situation.,
shame,"When the cast general election resulted in Norway getting a  
conservative government.",
guilt,"A friend of mine shot himself through the head after having told  
me and others that he would do so.",
joy,When my children were born.,
fear,"When I almost ran over a small boy who suddenly was in front of  
my car.",
anger,"When my father phoned me to come home from my vacation, since he  
no longer had the time to look after my garden and animals.",
sadness,When I was told that a good friend was seriously ill.,
disgust,"When I learned that a relative had been spreading rumours about  
me.",
shame,"I was talking badly about a person to some friends, and  
discovered that his daughter was listening.",
guilt,"When my ex-husband left our house, and the children cried because  
he was not coming back.",
joy,"When my special friend said ""I love you"" for the first time.",
fear,"After having watched a crime show on the TV, I was about to take  
the dog for a walk. Then, suddenly, there was a man on the  
porch... (We live some distance away from other people).",
anger,When my car suddenly broke down !,
sadness,When an earlier friend was spreading negative rumours about me.,
disgust,"There is a certain person, whom I only have seen. He makes me  
cringe, feel disgust.",
shame,Cheating to get the best grade on a test in 7th grade.,
guilt,"A kitten had wandered into our office, and I was told to take it  
back across the street. When I crossed back, the kitten followed  
me and was run over and killed by a car.",
joy,When my term paper was evaluated.,
fear,"After seeing a terror movie at the cinema, I was so scared that I  
couldn't even drive the car into the garage. I often thought  
about the film afterwards, hoping such things couldn't exist in  
the ""real world"".",
anger,"Angry with my brother, who was making fun of me, teasing me.",
sadness,When my gradmother died.,
shame,I overreacted towards my mother and felt ashamed afterwards.,
guilt,"When my parents work very hard and get tired - while I go to  
school and study instead of helping them. I feel that I'm letting  
them down, disappointing them.",
joy,Got in touch with earlier friends after a long absence.,
fear,I lost my way on a trip in the mountains.,
anger,"Being subject to unfair treatment in a working group, someone  
""bending the rules"" was protected by the boss. This resulted in  
more work for the others.",
sadness,The death of a close friend.,
disgust,"Was confronted with a person having negative thoughts of other  
people because of their social status, beliefs, color and  
outlook on life (perspective).",
shame,"Feeling inadequate in a group situation, being unable to convey  
my own thoughts and feelings.",
guilt,I failed to complete a working task within the agreed time.,
joy,"Receiving a much wanted letter from a very good friend who lives  
abroad.",
fear,"Before getting back the results of a test in school, when I had  
worked very hard and was worried about not succeeding.",
anger,"One of my best friends accused me of giving up to early on  
problems. It was only a casual remark on her side, but I was  
angry and hurt.",
sadness,"Realizing that school will soon be over, and we will all go  
different ways, perhaps never meeting again our friends from this  
year.",
disgust,"In a public swimming hall I saw a very aggressive man who  
practically attacked the children who got in his way when he was  
swimming.",
shame,"I was making very strong statements about infidelity in couples.  
Then I discovered that one of my best friends, who had just been through  
a very sad case of mutual infidelity, was listening.",
guilt,"I had planned a trip to the South during Easter, together with a  
friend. She was very sorry when I changed my mind and decided not  
to go after all.",
joy,"A friend which I hadn't seen for years, sent me a small present.",
fear,"One dark night with no street lights, a car was obviously  
following me.",
anger,"I was subject to false accusations, and got very angry.",
sadness,"I was told by a good friend that we couldn't be friends any more  
because of his relationship with another girl.",
disgust,"This is difficult, since I don't remember feeling disgust towards  
anyone.",
shame,"If I don't go to lectures, I often feel ashamed.",
guilt,"I was very angry with a girlfriend for interferring a little too  
much with my personal affairs. I told her so rather strongly and  
she started crying.",
joy,"When my fiancee travelled 2000 Km to visit me, and I hadn't seen  
her for 4 months.",
fear,"I was beaten up at a private New Year's party once, through no  
fault of mine.",
anger,"I felt unfairly treated at an airport, being told to use a  
different counter (for domestic traffic only).",
sadness,When my grandmother died.,
disgust,"The murder of two girls on a school trip to Berlin (and sexual  
crimes generally) a couple of years ago.",
shame,"When taking part in the mobbing of one of my best friends in  
primary school.",
guilt,"When I secretly tried smoking for the first time, being 12 years  
old.",
joy,"When the person that I was very fond of, returned to me.",
fear,Not applicable to myself.,
anger,"When students in our working group showed no responsibility or  
interest in our work.",
sadness,A very close friend left me.,
disgust,"Some people were unfairly treated, because of their  
nationality/colour.",
shame,"Taking part in the mobbing of some girls in my class in primary  
school.",
guilt,Not applicable to myself.,
joy,"A close acquaintace cried for me. I felt happy because somebody  
cared.",
fear,"A letter from my boyfriend began in such a way that I thought he  
was going to end our relationship. I was afraid of reading the  
rest.",
anger,"My nephew is a deaf and also ""hyperactive"" boy. I had been  
responsible for looking after him for a full day, and was very  
tired. Then he suddenly grabbed a knife and stabbed me in the  
leg. I got so angry that I didn't feel any pain.",
sadness,"A woman I know is slowly dying from cancer. Observing this  
process makes me sad.",
disgust,Close friends talking badly of other friends.,
shame,"My father died after two very painful weeks in bed. I felt  
relieved, and was ashamed of that.",
guilt,"We had a day off from school. Instead of helping my mother with  
her job, I stayed in bed all day.",
joy,Renewed contact with an earlier friend.,
fear,"Fearing the use of power or reprimands when I belong to the  
minority.",
anger,"A close friend first said he accepted an agreement, but later  
used that agreement as a reason for attacking me.",
sadness,"When realizing that my girlfriend and myself in fact had started  
the process of breaking up.",
disgust,"Political and military trnsgressions around the world, generally  
speaking. This cannot be described through this questionaire.",
shame,"Was accused of having hidden intentions in a situation when I  
believed I was acting honestly and fairly.",
guilt,"When my aunt took her own life, I felt guity for not  
understanding that she needed support.",
joy,"Receiving a postcard form my sweetheart who was abroad on  
vacation, not being at all sure if he would write me or not.",
anger,"When I tried to breake it up with my boyfriend, and he refused to  
let me go.",
sadness,"Having to go back home form the U.S. after having been there for  
ten weeks to visit my brother and his family.",
guilt,"I dated another boy several times, when I was still ""going with""  
my former boyfriend. This made me feel a little bit guilty towards  
my friend.",
joy,Finding my glasses again after having lost them in town.,
fear,Falling off a cliff in the mountains.,
anger,Having a fight with a class mate.,
sadness,When the gear broke on my car.,
disgust,Can't remember having had this feeling.,
shame,Can't remember that feeling.,
guilt,I forgot to lock the outside door at my Land Lady's place.,
joy,I got a job right after school was over.,
fear,"Going home alone through the forest after a girl guide (scout ?)  
meeting.",
anger,I get angry when people disbelieve me or misunderstand me.,
sadness,At the death of a close relative.,
disgust,"Having been unjustly punished, I feel disgust towards the person  
responsible.",
shame,Being caught in changing the truth (lying).,
guilt,"Doing something wrong at home, and then letting my (normally)  
more rampant brother take the blame.",
joy,"Having passed the exam required to be an authorized Radio/TV  
dealer.",
fear,"Climbing a mountain where the rocks were very loose. When we  
realized the danger, we were very high up, but still had a long  
climb ahead.",
anger,"Being a spokesman for the union, I got into a quarrel with a  
colleague who had been acting disloyally over a sustained period  
of time.",
sadness,"When my grandfather died, with whom I had a very close  
relationship.",
disgust,"Reading about executions and massacres which happened during  
World War II, I felt disgust towards those who did it.",
shame,"I woke up at the house of someone I knew, not remembering very  
much about what had been said or done during the party on the  
previous night.",
guilt,"Borrowing a car, and then having a minor accident (breaking a  
headlight).",
joy,Succeeding in helping others.,
fear,"When I realized that we are living on borrowed time, and that the  
nuclear holocaust appears to come closer every day.",
anger,"When others let me down, fail to keep agreements.",
sadness,Death in the close family.,
disgust,"When people manipulate others through appearing better than what  
they really are.",
shame,Participating in a theft several years ago.,
guilt,"Feeling helpless, not being able to accomplish what I really  
wanted to do.",
joy,"I received the message that I'd been accepted at the school where I  
really wanted to go.",
fear,"I came home and discovered that someone had broken in. Then I  
realized that they probably were still there.",
anger,"I was accused of having drunk a bottle of liquor and then  
refilling with water.",
sadness,"Got a package from my parents, without even a small note  
enclosed.",
disgust,"Quarreling with my father, when he made false assertions.",
shame,"Telling friends about how my parents had been treating my  
brothers and sisters unfairly.",
guilt,"I've always defended my sister when needed, at the expense of my  
brother. This has led to feelings of guilt towards him.",
joy,Winning the local soccer championships this year was a great joy.,
fear,Before important sports events.,
anger,When colliding with my car. I myself was to blame.,
sadness,"Not succeeding in a cross-country skiing competition, which I  
intended to win.",
disgust,Can't remember any episode of disgust.,
shame,"When I got really drunk on Norvegian Indipendence Day, and was  
not allowed to participate in football (soccer) games for two  
weeks. That was very unpleasant.",
guilt,When I and the boy next door set fire to a house by accident.,
joy,Getting the top price in the football pools.,
fear,"Was threatened with a knife ... in the military by soldiers form  
another unit. The reason was girls.",
anger,When my mother treats me as a 10-year old boy.,
sadness,Getting to know that my uncle in America had a brain tumor.,
disgust,"Outside a night club, a grown man was sitting on top of a younger  
woman, beating her up.",
shame,"My father was a member of the public Alcohol and Drugs Board,  
when I was picked up by the police for being drunk in a public  
place.",
guilt,"When being illoyal (disloyal) to people close to me. Had such an  
episode with my sister, who should have received my support and  
attention.",
joy,"Receiving close friends form abroad, whom I hadn't seen for  
years.",
fear,"Motorcycle accident with two people involved, running off the  
road. Broke an arm, only.",
anger,"Having agreed to share the taxi expenses, three people in the  
back of the car just ran off, leaving the person up front with  
the entire bill.",
sadness,Death of a close friend.,
disgust,Can't remember any such feelings now.,
shame,"At a private party I literally fell into the food. The party was  
completely ruined for the host, carpets had to be cleaned, etc.",
guilt,"Accidentally dropped a friends camera flash, so that it was  
broken.",
joy,Selling my used car.,
fear,"Almost crashing my car, something which could have led to great  
problems.",
anger,"Realizing that a friend had been talked into signing a certain  
contract.",
sadness,"Talking to a pensioned and bitter ""street order"" policeman.",
disgust,The sadistinc exacution of a student in the USA.,
shame,Forgetting an important appointment.,
guilt,"Not keeping a promise of delivering materials of great importance  
to the receiver.",
joy,Managed to run 30 Km on skis fairly simply.,
fear,"Afraid I wouldn't catch the train when I was going to see my  
sweetheart.",
anger,Receiving personal criticisms early in the morning.,
sadness,Not getting a job.,
disgust,Seeing a pornographic film when looking for a place to live.,
shame,When unjustified hurting other people.,
guilt,"The negative feelings towards me displayed by my  
""parents-in-law"".",
joy,Reunion with my wife after a legal separation.,
fear,"The house was on fire, and I was saved by the dog. I am afraid of  
the fire, verging on panic.",
anger,"Physical violence. A friend wouldn't listen to me I repeatedly  
tried to warn him, to no avail. Result: eight people were ""pissed  
off"".",
sadness,My father dying.,
disgust,Maltreatment of children.,
shame,I lost my driver's licence because of speeding.,
guilt,"Car accident, hurt three of my closest family.",
joy,Relating to my closest family.,
fear,"Thinking of the unknown, what happens at the moment of death,  
etc.",
anger,"In traffic I often get relatively angry with other drivers.  
Several transgressions make me mad, especially not yielding to  
priority traffic (e.g. coming from the right).",
sadness,"Losing close people and animals. So far, I've felt most when  
losing our dog in a traffic accident.",
disgust,"I feel disgust towards those who are responsible for the death of  
others.",
shame,"Talking about a person's unattractiveness, not realizing that the  
person was listening.",
guilt,"I often feel guilty, and it has to do with other people, e.g. if  
I haven't visited my older relatives for a while.",
joy,When the contract about my shop was signed.,
fear,"Being very close to having an auto accident, almost driving off  
the road.",
anger,"Having gone to school without learning anything, as usual.",
sadness,"My sweatheart were away on a trip, and then she got problems.",
disgust,Overeating a traditional type of food - blood pudding.,
shame,Forgot to do some shopping that I had promised to do.,
guilt,I crashed my father's car.,
joy,"Receiving a letter form a girl that means a lot to me  
emotionally.",
fear,Being close to drowning.,
anger,Being slandered by friends.,
sadness,Love problems.,
disgust,Does not apply.,
shame,"Having finally to admit I was wrong, after having denied it for a  
long time.",
guilt,Being aggressive against members of my family.,
joy,I won the country ski championship.,
fear,I was scared in the dark when I was a little boy.,
anger,"Angry when our team (small boys) lost the county championship  
football final.",
sadness,My grandfather's death.,
disgust,"A teacher gave me lower grades than I was entitled to, and was  
hoping for.",
shame,Was caught stealing apples in a neighbor's garden.,
guilt,"Not helping parents enough at home and at the farm - this has  
happened many times.",
joy,"When the bank let me borrow some money this winter, after my  
grant was spent.",
fear,"Once I was stopped by the police in Spain, when I had some  
""grass"" in my tobacco.",
anger,"My father accused my brother of having bumped his car, and it was  
wrong.",
sadness,When a girlfriend left me.,
disgust,"When a ""friend"" dropped a frog down my neck, and I didn't know  
what it was.",
shame,Fighting with my father while drunk.,
guilt,"During 7th grade our class mobbed a famale teacher so badly that  
she had a breackdown and was hospitalized.",
joy,"I am a school teacher. At a teacher-parent meeting I received a  
good deal of positive feed-back on my work both from the parents  
and through them from the pupils.",
fear,"As a child, when I was at home alone, I felt in an indefinate  
manner afraid of the death of my father and mother.",
anger,"I had a discussion with my mother concerning my sister's divorce,  
we disagreed strongly.",
sadness,"As a ten-year-old I was at the funeral of my grand-father.  It was more  
the ceremonies held in the church and not really the death of my  
grand-father which made me sad.",
disgust,"I had a discussion with my wife about an over-weight acquaintance of  
our's, about her eating habits and the scars caused by her  
pregnancy.",
shame,"When I confessed to my girl-friend (now my wife) that I had  
betrayed her with another woman.",
guilt,"The same as in ""shame"".",
joy,[ A successful lesson.],
fear,[ I was thinking about death.],
anger,A conflict with a pupil.,
sadness,When I am at home alone.,
disgust,A saturday night a bus full of drunken people.,
shame,"A conflict with a pupil and there were probatory teachers  
present.",
guilt,Selling the appartment after my divorce.,
joy,When in an economic crisis I got an unexpected sum of money.,
